id,texto,categoria
348,familiares,I-FAMILIAR
349,Hablo,I-FAMILIAR
349,con,I-FAMILIAR
349,mi,B-FAMILIAR
349,papá,I-FAMILIAR
349,para,I-FAMILIAR
349,desahogarme,I-FAMILIAR
350,Me,I-FAMILIAR
350,duele,I-FAMILIAR
350,ver,B-FAMILIAR
350,a,I-FAMILIAR
350,mi,I-FAMILIAR
350,hermana,I-FAMILIAR
350,afectada,I-FAMILIAR
350,por,I-FAMILIAR
350,la,B-FAMILIAR
350,presión,I-FAMILIAR
350,laboral,I-FAMILIAR
351,Me,I-FAMILIAR
351,duele,I-FAMILIAR
351,ver,I-FAMILIAR
351,a,I-FAMILIAR
351,mi,I-FAMILIAR
351,hermano,I-FAMILIAR
351,afectada,I-FAMILIAR
351,por,I-FAMILIAR
351,la,B-FAMILIAR
351,presión,I-FAMILIAR
351,laboral,I-FAMILIAR
352,Siento,I-FAMILIAR
352,responsabilidad,I-FAMILIAR
352,de,I-FAMILIAR
352,protegerla,I-FAMILIAR
353,Siento,I-FAMILIAR
353,responsabilidad,I-FAMILIAR
353,de,I-FAMILIAR
353,protegerlo,I-FAMILIAR
354,Siento,B-AMOROSA
354,la,I-AMOROSA
354,responsabilidad,I-AMOROSA
354,de,I-AMOROSA
354,proteger,B-AMOROSA
354,a,I-AMOROSA
354,mi,I-AMOROSA
354,hermano,I-AMOROSA
355,Siento,B-FAMILIAR
355,la,I-FAMILIAR
355,responsabilidad,I-FAMILIAR
355,de,I-FAMILIAR
355,proteger,I-FAMILIAR
355,a,I-FAMILIAR
355,mi,I-FAMILIAR
355,hermana,I-FAMILIAR
356,Hemos,B-FAMILIAR
356,tenido,I-FAMILIAR
356,conversaciones,I-FAMILIAR
356,familiares,I-FAMILIAR
356,difíciles,I-FAMILIAR
356,sobre,I-FAMILIAR
356,el,I-FAMILIAR
356,futuro,I-FAMILIAR
357,Hemos,B-FAMILIAR
357,tenido,I-FAMILIAR
357,conversaciones,I-FAMILIAR
357,familiares,I-FAMILIAR
357,difíciles,I-FAMILIAR
358,Mi,I-FAMILIAR
358,vida,I-FAMILIAR
358,amorosa,I-FAMILIAR
358,no,B-FAMILIAR
358,forma,I-FAMILIAR
358,parte,I-FAMILIAR
358,central,I-FAMILIAR
358,de,I-FAMILIAR
358,mi,B-AMOROSA
358,narrativa,I-AMOROSA
358,actual,I-AMOROSA
359,Mi,I-AMOROSA
359,familia,I-AMOROSA
359,son,I-AMOROSA
359,una,I-AMOROSA
359,fuente,I-AMOROSA
359,de,I-AMOROSA
359,tension,I-AMOROSA
360,Se,I-AMOROSA
360,me,B-FAMILIAR
360,dificulta,I-FAMILIAR
360,no,I-FAMILIAR
360,mezclar,I-FAMILIAR
360,mi,I-FAMILIAR
360,vida,I-FAMILIAR
360,personal,I-FAMILIAR
360,con,B-PERSONAL
360,la,I-PERSONAL
360,laboral,I-PERSONAL
361,Se,I-PERSONAL
361,me,I-PERSONAL
361,dificulta,I-PERSONAL
361,no,I-PERSONAL
361,mezclar,I-PERSONAL
361,mi,I-PERSONAL
361,vida,I-PERSONAL
361,laboral,I-PERSONAL
361,con,B-TRABAJO
361,la,I-TRABAJO
361,personal,I-TRABAJO
362,Aun,I-TRABAJO
362,tengo,I-TRABAJO
362,mucho,I-TRABAJO
362,que,I-TRABAJO
362,mejorar,I-TRABAJO
363,siento,I-TRABAJO
363,que,I-TRABAJO
363,no,I-TRABAJO
363,avanzo,B-PERSONAL
363,en,I-PERSONAL
363,el,I-PERSONAL
363,trabajo,I-PERSONAL
364,Mi,I-PERSONAL
364,papá,B-TRABAJO
364,es,I-TRABAJO
364,un,I-TRABAJO
364,tipo,I-TRABAJO
364,exigente,I-TRABAJO
365,Mi,I-TRABAJO
365,papá,I-TRABAJO
365,tiene,B-FAMILIAR
365,el,I-FAMILIAR
365,carácter,I-FAMILIAR
365,muy,I-FAMILIAR
365,fuerte,I-FAMILIAR
366,mi,I-FAMILIAR
366,papá,B-FAMILIAR
366,tiene,I-FAMILIAR
366,una,I-FAMILIAR
366,forma,I-FAMILIAR
366,de,I-FAMILIAR
366,trabajar,I-FAMILIAR
366,muy,I-FAMILIAR
366,antigua,B-FAMILIAR
367,No,I-FAMILIAR
367,se,I-FAMILIAR
367,como,I-FAMILIAR
367,procesar,I-FAMILIAR
367,una,I-FAMILIAR
367,mala,I-FAMILIAR
367,noticia,I-FAMILIAR
368,No,I-FAMILIAR
368,se,B-PERSONAL
368,como,I-PERSONAL
368,puedo,I-PERSONAL
368,abordar,I-PERSONAL
368,una,I-PERSONAL
368,mala,I-PERSONAL
368,noticia,I-PERSONAL
369,no,B-PERSONAL
369,se,I-PERSONAL
369,como,I-PERSONAL
369,dar,I-PERSONAL
369,una,I-PERSONAL
369,mala,I-PERSONAL
369,noticia,I-PERSONAL
370,Me,I-PERSONAL
370,dan,B-PERSONAL
370,ganas,I-PERSONAL
370,de,I-PERSONAL
370,gritarles,I-PERSONAL
370,aveces,I-PERSONAL
371,No,I-PERSONAL
371,mantengo,I-PERSONAL
371,la,B-PERSONAL
371,calma,I-PERSONAL
371,con,I-PERSONAL
371,mi,I-PERSONAL
371,familia,I-PERSONAL
372,No,I-PERSONAL
372,siento,B-FAMILIAR
372,que,I-FAMILIAR
372,me,I-FAMILIAR
372,agrada,I-FAMILIAR
372,mi,I-FAMILIAR
372,familia,I-FAMILIAR
373,No,I-FAMILIAR
373,me,B-FAMILIAR
373,llevo,I-FAMILIAR
373,bien,I-FAMILIAR
373,con,I-FAMILIAR
373,mi,I-FAMILIAR
373,familia,I-FAMILIAR
374,Mi,I-FAMILIAR
374,familia,B-FAMILIAR
374,no,I-FAMILIAR
374,me,I-FAMILIAR
374,hace,I-FAMILIAR
374,caso,I-FAMILIAR
374,con,I-FAMILIAR
374,lo,I-FAMILIAR
374,que,B-FAMILIAR
374,le,I-FAMILIAR
374,digo,I-FAMILIAR
375,En,I-FAMILIAR
375,mi,I-FAMILIAR
375,trabajo,I-FAMILIAR
375,no,I-FAMILIAR
375,toman,I-FAMILIAR
375,en,I-FAMILIAR
375,cuenta,I-FAMILIAR
375,mi,I-FAMILIAR
375,opinion,B-TRABAJO
376,No,I-TRABAJO
376,aguanto,I-TRABAJO
376,la,I-TRABAJO
376,presión,I-TRABAJO
376,de,I-TRABAJO
376,trabajar,I-TRABAJO
376,con,I-TRABAJO
376,papá,I-TRABAJO
377,No,B-TRABAJO
377,aguanto,I-TRABAJO
377,la,I-TRABAJO
377,presión,I-TRABAJO
377,de,I-TRABAJO
377,trabajar,I-TRABAJO
377,con,I-TRABAJO
377,mamá,I-TRABAJO
378,A,B-TRABAJO
378,veces,I-TRABAJO
378,defiendo,I-TRABAJO
378,a,I-TRABAJO
378,personas,I-TRABAJO
378,dentro,I-TRABAJO
378,de,I-TRABAJO
378,la,I-TRABAJO
378,empresa,B-TRABAJO
378,incluso,I-TRABAJO
378,contra,I-TRABAJO
378,las,I-TRABAJO
378,reglas,I-TRABAJO
379,No,I-TRABAJO
379,siento,I-TRABAJO
379,que,I-TRABAJO
379,sea,I-TRABAJO
379,un,I-TRABAJO
379,buen,I-TRABAJO
379,lider,I-TRABAJO
380,No,I-TRABAJO
380,me,B-PERSONAL
380,creo,I-PERSONAL
380,un,I-PERSONAL
380,buen,I-PERSONAL
380,lider,I-PERSONAL
381,No,I-PERSONAL
381,se,I-PERSONAL
381,liderar,B-PERSONAL
382,He,I-PERSONAL
382,sentido,I-PERSONAL
382,frustración,I-PERSONAL
382,cuando,I-PERSONAL
382,una,I-PERSONAL
382,decisión,B-PERSONAL
382,mía,I-PERSONAL
382,termina,I-PERSONAL
382,saliendo,B-TRABAJO
382,mal.,I-TRABAJO
383,siento,I-TRABAJO
383,mucha,I-TRABAJO
383,frustacIón,I-TRABAJO
383,cuando,I-TRABAJO
383,una,I-TRABAJO
383,decision,I-TRABAJO
383,mia,I-TRABAJO
383,termina,I-TRABAJO
383,mal,B-PERSONAL
384,Me,I-PERSONAL
384,duele,I-PERSONAL
384,cuando,I-PERSONAL
384,alguien,I-PERSONAL
384,a,I-PERSONAL
384,quien,I-PERSONAL
384,defendí,I-PERSONAL
384,se,I-PERSONAL
384,va,B-TRABAJO
384,sin,I-TRABAJO
384,avisar,I-TRABAJO
385,Choco,I-TRABAJO
385,frecuentemente,I-TRABAJO
385,con,I-TRABAJO
385,mi,I-TRABAJO
385,papá,I-TRABAJO
385,por,I-TRABAJO
385,la,I-TRABAJO
385,forma,I-TRABAJO
385,de,B-FAMILIAR
385,liderar,I-FAMILIAR
386,He,I-FAMILIAR
386,tenido,I-FAMILIAR
386,discusiones,I-FAMILIAR
386,fuertes,I-FAMILIAR
386,por,I-FAMILIAR
386,diferencias,I-FAMILIAR
386,generacionales,I-FAMILIAR
387,Me,I-FAMILIAR
387,cuesta,B-TRABAJO
387,aceptar,I-TRABAJO
387,decisiones,I-TRABAJO
387,rígidas,I-TRABAJO
387,basadas,I-TRABAJO
387,solo,I-TRABAJO
387,en,I-TRABAJO
387,reglas,B-TRABAJO
388,Creo,I-TRABAJO
388,que,I-TRABAJO
388,el,I-TRABAJO
388,VERDADERO,I-TRABAJO
388,crecimiento,I-TRABAJO
388,profesional,I-TRABAJO
388,requiere,I-TRABAJO
388,sacrificio,I-TRABAJO
389,siento,B-TRABAJO
389,que,I-TRABAJO
389,me,I-TRABAJO
389,sacrifico,I-TRABAJO
389,mucho,I-TRABAJO
389,por,I-TRABAJO
389,mi,I-TRABAJO
389,trabajo,I-TRABAJO
390,siento,B-TRABAJO
390,que,I-TRABAJO
390,me,I-TRABAJO
390,sacrifico,I-TRABAJO
390,mucho,I-TRABAJO
390,por,I-TRABAJO
390,mis,I-TRABAJO
390,amigos,I-TRABAJO
391,siento,B-PERSONAL
391,que,I-PERSONAL
391,pongo,I-PERSONAL
391,mucho,I-PERSONAL
391,empeño,I-PERSONAL
391,con,I-PERSONAL
391,mi,I-PERSONAL
391,familia,I-PERSONAL
391,y,B-FAMILIAR
391,no,I-FAMILIAR
391,lo,I-FAMILIAR
391,notan,I-FAMILIAR
392,No,I-FAMILIAR
392,trabajo,I-FAMILIAR
392,bien,I-FAMILIAR
392,en,I-FAMILIAR
392,equipo,I-FAMILIAR
393,No,I-FAMILIAR
393,me,I-FAMILIAR
393,gusta,I-FAMILIAR
393,trabajar,B-TRABAJO
393,en,I-TRABAJO
393,equipo,I-TRABAJO
394,Me,I-TRABAJO
394,afecta,I-TRABAJO
394,emocionalmente,B-PERSONAL
394,tomar,I-PERSONAL
394,decisiones,I-PERSONAL
394,difíciles,I-PERSONAL
395,Me,I-PERSONAL
395,frustro,I-PERSONAL
395,cuando,B-PERSONAL
395,mis,I-PERSONAL
395,intenciones,I-PERSONAL
395,no,I-PERSONAL
395,salen,I-PERSONAL
395,como,I-PERSONAL
395,esperaba.,B-PERSONAL
396,Reconozco,I-PERSONAL
396,que,I-PERSONAL
396,a,I-PERSONAL
396,veces,I-PERSONAL
396,me,I-PERSONAL
396,ciego,I-PERSONAL
396,por,I-PERSONAL
396,defender,I-PERSONAL
396,una,B-PERSONAL
396,idea.,I-PERSONAL
397,Me,I-PERSONAL
397,cuesta,I-PERSONAL
397,aceptar,I-PERSONAL
397,cuando,I-PERSONAL
397,alguien,I-PERSONAL
397,me,I-PERSONAL
397,demuestra,I-PERSONAL
397,que,I-PERSONAL
397,estaba,B-PERSONAL
397,equivocado,I-PERSONAL
398,No,I-PERSONAL
398,me,I-PERSONAL
398,gusta,I-PERSONAL
398,equivocarme,I-PERSONAL
399,Odio,I-PERSONAL
399,equivocarme,I-PERSONAL
400,No,I-PERSONAL
400,acepto,I-PERSONAL
400,que,B-PERSONAL
400,me,I-PERSONAL
400,equivoque,I-PERSONAL
401,Me,I-PERSONAL
401,afecta,B-PERSONAL
401,cargar,I-PERSONAL
401,con,B-PERSONAL
401,errores,I-PERSONAL
401,frente,I-PERSONAL
401,a,I-PERSONAL
401,otros,I-PERSONAL
402,Me,B-PERSONAL
402,exijo,I-PERSONAL
402,mucho,I-PERSONAL
402,a,I-PERSONAL
402,nivel,I-PERSONAL
402,personal,I-PERSONAL
403,Reflexiono,I-PERSONAL
403,constantemente,I-PERSONAL
403,sobre,B-PERSONAL
403,mis,I-PERSONAL
403,decisiones,I-PERSONAL
404,No,I-PERSONAL
404,creo,I-PERSONAL
404,que,I-PERSONAL
404,siempre,B-PERSONAL
404,tome,I-PERSONAL
404,las,I-PERSONAL
404,mejores,I-PERSONAL
404,decisiones,I-PERSONAL
405,Me,B-PERSONAL
405,incomoda,I-PERSONAL
405,sentir,I-PERSONAL
405,que,I-PERSONAL
405,fallé,I-PERSONAL
405,aunque,I-PERSONAL
405,haya,I-PERSONAL
405,actuado,I-PERSONAL
405,con,B-PERSONAL
405,buena,I-PERSONAL
405,intención,I-PERSONAL
406,Siento,I-PERSONAL
406,presión,I-PERSONAL
406,por,I-PERSONAL
406,demostrar,I-PERSONAL
406,criterio,I-PERSONAL
406,y,I-PERSONAL
406,liderazgo,I-PERSONAL
407,Me,I-PERSONAL
407,tomo,B-PERSONAL
407,el,I-PERSONAL
407,liderazgo,I-PERSONAL
407,de,I-PERSONAL
407,forma,I-PERSONAL
407,muy,I-PERSONAL
407,emocional,I-PERSONAL
408,Trabajo,B-PERSONAL
408,directamente,I-PERSONAL
408,con,I-PERSONAL
408,mi,I-PERSONAL
408,papá,I-PERSONAL
409,Me,I-PERSONAL
409,cuesta,I-PERSONAL
409,separar,I-PERSONAL
409,la,B-FAMILIAR
409,relación,I-FAMILIAR
409,padre-hijo,I-FAMILIAR
409,de,I-FAMILIAR
409,la,I-FAMILIAR
409,laboral,B-FAMILIAR
410,En,I-FAMILIAR
410,casa,I-FAMILIAR
410,sigo,I-FAMILIAR
410,viendo,I-FAMILIAR
410,a,I-FAMILIAR
410,la,I-FAMILIAR
410,misma,I-FAMILIAR
410,persona,I-FAMILIAR
410,con,B-FAMILIAR
410,la,I-FAMILIAR
410,que,I-FAMILIAR
410,discuto,I-FAMILIAR
410,en,I-FAMILIAR
410,la,I-FAMILIAR
410,oficina,I-FAMILIAR
411,Mi,I-FAMILIAR
411,hermana,I-FAMILIAR
411,y,I-FAMILIAR
411,yo,I-FAMILIAR
411,enfrentamos,I-FAMILIAR
411,estas,I-FAMILIAR
411,tensiones,I-FAMILIAR
411,juntos,I-FAMILIAR
412,Mi,B-FAMILIAR
412,hermano,I-FAMILIAR
412,y,I-FAMILIAR
412,yo,I-FAMILIAR
412,enfrentamos,I-FAMILIAR
412,estas,I-FAMILIAR
412,tensiones,I-FAMILIAR
412,juntos,I-FAMILIAR
413,En,B-FAMILIAR
413,mi,I-FAMILIAR
413,familia,I-FAMILIAR
413,el,I-FAMILIAR
413,trabajo,I-FAMILIAR
413,siempre,I-FAMILIAR
413,estuvo,I-FAMILIAR
413,presente,I-FAMILIAR
414,Mis,B-FAMILIAR
414,padres,I-FAMILIAR
414,no,I-FAMILIAR
414,siempre,I-FAMILIAR
414,pudieron,I-FAMILIAR
414,estar,I-FAMILIAR
414,en,I-FAMILIAR
414,eventos,I-FAMILIAR
414,familiares,B-FAMILIAR
414,porque,I-FAMILIAR
414,trabajaban,I-FAMILIAR
415,Veo,I-FAMILIAR
415,a,I-FAMILIAR
415,mi,I-FAMILIAR
415,familia,I-FAMILIAR
415,como,I-FAMILIAR
415,la,I-FAMILIAR
415,base,I-FAMILIAR
415,de,I-FAMILIAR
415,mis,B-FAMILIAR
415,valores,I-FAMILIAR
415,laborales,I-FAMILIAR
416,Mi,I-FAMILIAR
416,vida,I-FAMILIAR
416,amorosa,I-FAMILIAR
416,convive,I-FAMILIAR
416,con,I-FAMILIAR
416,una,I-FAMILIAR
416,alta,I-FAMILIAR
416,carga,I-FAMILIAR
416,laboral,B-AMOROSA
417,Mi,I-AMOROSA
417,hermana,I-AMOROSA
417,tiene,I-AMOROSA
417,un,I-AMOROSA
417,temperamento,I-AMOROSA
417,muy,I-AMOROSA
417,fuerte,I-AMOROSA
418,Mi,I-AMOROSA
418,hermano,B-FAMILIAR
418,tiene,I-FAMILIAR
418,un,I-FAMILIAR
418,temperamento,I-FAMILIAR
418,muy,I-FAMILIAR
418,fuerte,I-FAMILIAR
419,Mi,I-FAMILIAR
419,familia,B-FAMILIAR
419,me,I-FAMILIAR
419,apoya,I-FAMILIAR
419,mucho,I-FAMILIAR
420,Defendia,I-FAMILIAR
420,a,I-FAMILIAR
420,alguien,I-FAMILIAR
420,que,B-FAMILIAR
420,me,I-FAMILIAR
420,abandono,I-FAMILIAR
421,No,I-FAMILIAR
421,mido,I-FAMILIAR
421,mis,B-PERSONAL
421,tiempos,I-PERSONAL
422,Ocupo,I-PERSONAL
422,trabajar,I-PERSONAL
422,en,I-PERSONAL
422,organizar,I-PERSONAL
422,mis,B-PERSONAL
422,tiempos,I-PERSONAL
423,Mi,I-PERSONAL
423,padres,I-PERSONAL
423,no,B-PERSONAL
423,estuvieron,I-PERSONAL
423,en,I-PERSONAL
423,mi,I-PERSONAL
423,niñes,I-PERSONAL
424,Mis,I-PERSONAL
424,padres,B-FAMILIAR
424,crecieron,I-FAMILIAR
424,con,I-FAMILIAR
424,una,I-FAMILIAR
424,mentalidad,I-FAMILIAR
424,tradicional,I-FAMILIAR
424,y,I-FAMILIAR
424,con,B-FAMILIAR
424,poco,I-FAMILIAR
424,acceso,I-FAMILIAR
424,a,I-FAMILIAR
424,información.,I-FAMILIAR
425,Mi,I-FAMILIAR
425,mamá,I-FAMILIAR
425,siempre,I-FAMILIAR
425,ha,I-FAMILIAR
425,sido,I-FAMILIAR
425,una,I-FAMILIAR
425,figura,I-FAMILIAR
425,clave,I-FAMILIAR
425,de,B-FAMILIAR
425,apoyo,I-FAMILIAR
425,en,I-FAMILIAR
425,mis,I-FAMILIAR
425,decisiones,I-FAMILIAR
425,e,I-FAMILIAR
425,intereses.,I-FAMILIAR
426,Sentí,I-FAMILIAR
426,respaldo,I-FAMILIAR
426,familiar,I-FAMILIAR
426,cuando,I-FAMILIAR
426,exploré,I-FAMILIAR
426,distintos,I-FAMILIAR
426,hobbies,I-FAMILIAR
426,artísticos,I-FAMILIAR
427,Mis,B-FAMILIAR
427,padres,I-FAMILIAR
427,fueron,I-FAMILIAR
427,adaptándose,I-FAMILIAR
427,con,I-FAMILIAR
427,el,I-FAMILIAR
427,tiempo,I-FAMILIAR
427,a,I-FAMILIAR
427,temas,B-FAMILIAR
427,que,I-FAMILIAR
427,antes,I-FAMILIAR
427,no,I-FAMILIAR
427,comprendían,I-FAMILIAR
428,Crecí,I-FAMILIAR
428,en,I-FAMILIAR
428,un,I-FAMILIAR
428,entorno,I-FAMILIAR
428,donde,I-FAMILIAR
428,el,I-FAMILIAR
428,apoyo,I-FAMILIAR
428,existía,I-FAMILIAR
428,más,B-FAMILIAR
428,por,I-FAMILIAR
428,acciones,I-FAMILIAR
428,que,I-FAMILIAR
428,por,I-FAMILIAR
428,palabras,I-FAMILIAR
429,Me,I-FAMILIAR
429,considero,I-FAMILIAR
429,una,I-FAMILIAR
429,persona,I-FAMILIAR
429,profundamente,I-FAMILIAR
429,romántica.,I-FAMILIAR
430,Vivo,I-FAMILIAR
430,mis,I-FAMILIAR
430,emociones,B-AMOROSA
430,con,I-AMOROSA
430,mucha,I-AMOROSA
430,intensidad,I-AMOROSA
431,Siento,I-AMOROSA
431,una,I-AMOROSA
431,fuerte,B-PERSONAL
431,necesidad,I-PERSONAL
431,de,I-PERSONAL
431,sentirme,I-PERSONAL
431,querido,I-PERSONAL
431,y,I-PERSONAL
431,aceptado,B-AMOROSA
432,La,I-AMOROSA
432,validación,I-AMOROSA
432,emocional,I-AMOROSA
432,influye,I-AMOROSA
432,mucho,I-AMOROSA
432,en,I-AMOROSA
432,la,I-AMOROSA
432,forma,I-AMOROSA
432,en,B-PERSONAL
432,que,I-PERSONAL
432,me,I-PERSONAL
432,relaciono,I-PERSONAL
432,con,I-PERSONAL
432,los,I-PERSONAL
432,demás,I-PERSONAL
433,Mi,I-PERSONAL
433,sensibilidad,I-PERSONAL
433,emocional,I-PERSONAL
433,ha,I-PERSONAL
433,impactado,I-PERSONAL
433,mis,I-PERSONAL
433,vínculos,I-PERSONAL
433,afectivos,I-PERSONAL
434,He,B-AMOROSA
434,construido,I-AMOROSA
434,mi,I-AMOROSA
434,identidad,I-AMOROSA
434,afectiva,I-AMOROSA
434,desde,I-AMOROSA
434,la,I-AMOROSA
434,honestidad,I-AMOROSA
434,y,B-AMOROSA
434,la,I-AMOROSA
434,expresión,I-AMOROSA
434,emocional,I-AMOROSA
435,Mi,I-AMOROSA
435,forma,I-AMOROSA
435,de,I-AMOROSA
435,amar,I-AMOROSA
435,está,I-AMOROSA
435,muy,I-AMOROSA
435,ligada,I-AMOROSA
435,a,I-AMOROSA
435,la,B-AMOROSA
435,forma,I-AMOROSA
435,en,I-AMOROSA
435,que,I-AMOROSA
435,me,I-AMOROSA
435,expreso,I-AMOROSA
435,como,I-AMOROSA
435,persona,I-AMOROSA
436,Siempre,I-AMOROSA
436,he,I-AMOROSA
436,querido,I-AMOROSA
436,ser,I-AMOROSA
436,el,I-AMOROSA
436,centro,I-AMOROSA
436,de,I-AMOROSA
436,atención,I-AMOROSA
437,Desde,B-PERSONAL
437,pequeño,I-PERSONAL
437,sentí,I-PERSONAL
437,una,I-PERSONAL
437,fuerte,I-PERSONAL
437,necesidad,I-PERSONAL
437,de,I-PERSONAL
437,pertenecer,I-PERSONAL
438,He,B-PERSONAL
438,fingido,I-PERSONAL
438,desinterés,I-PERSONAL
438,por,I-PERSONAL
438,cosas,I-PERSONAL
438,que,I-PERSONAL
438,me,I-PERSONAL
438,gustan,I-PERSONAL
438,para,B-PERSONAL
438,encajar,I-PERSONAL
438,socialmente,I-PERSONAL
439,Siento,I-PERSONAL
439,que,I-PERSONAL
439,la,I-PERSONAL
439,validación,I-PERSONAL
439,externa,I-PERSONAL
439,ha,I-PERSONAL
439,marcado,I-PERSONAL
439,muchas,I-PERSONAL
439,de,B-PERSONAL
439,mis,I-PERSONAL
439,decisiones,I-PERSONAL
440,Me,I-PERSONAL
440,identifico,I-PERSONAL
440,como,I-PERSONAL
440,una,I-PERSONAL
440,persona,I-PERSONAL
440,expresiva,I-PERSONAL
440,y,I-PERSONAL
440,emocional,I-PERSONAL
441,Reconozco,B-PERSONAL
441,que,I-PERSONAL
441,busco,I-PERSONAL
441,aprobación,I-PERSONAL
441,de,I-PERSONAL
441,las,I-PERSONAL
441,personas,I-PERSONAL
441,que,I-PERSONAL
441,me,B-PERSONAL
441,rodean,I-PERSONAL
442,He,I-PERSONAL
442,vivido,I-PERSONAL
442,situaciones,I-PERSONAL
442,de,I-PERSONAL
442,vergüenza,I-PERSONAL
442,que,I-PERSONAL
442,influyeron,I-PERSONAL
442,en,I-PERSONAL
442,mi,B-PERSONAL
442,autoestima,I-PERSONAL
443,Tengo,I-PERSONAL
443,una,I-PERSONAL
443,personalidad,I-PERSONAL
443,creativa,I-PERSONAL
443,que,I-PERSONAL
443,busca,I-PERSONAL
443,constantemente,I-PERSONAL
443,reconocimiento,I-PERSONAL
444,El,B-PERSONAL
444,miedo,I-PERSONAL
444,al,I-PERSONAL
444,rechazo,I-PERSONAL
444,ha,I-PERSONAL
444,estado,I-PERSONAL
444,presente,I-PERSONAL
444,en,I-PERSONAL
444,distintas,B-PERSONAL
444,etapas,I-PERSONAL
444,de,I-PERSONAL
444,mi,I-PERSONAL
444,vida,I-PERSONAL
445,Acepto,I-PERSONAL
445,que,I-PERSONAL
445,el,I-PERSONAL
445,TDAH,I-PERSONAL
445,influyó,I-PERSONAL
445,en,I-PERSONAL
445,mi,I-PERSONAL
445,manera,I-PERSONAL
445,de,B-PERSONAL
445,interesarme,I-PERSONAL
445,por,I-PERSONAL
445,muchas,I-PERSONAL
445,cosas,I-PERSONAL
445,diferentes,I-PERSONAL
446,Tengo,I-PERSONAL
446,TDAH,I-PERSONAL
447,He,I-PERSONAL
447,explorado,I-PERSONAL
447,múltiples,I-PERSONAL
447,caminos,I-PERSONAL
447,artísticos,I-PERSONAL
447,sin,I-PERSONAL
447,seguir,B-PERSONAL
447,una,I-PERSONAL
447,línea,B-TRABAJO
447,tradicional,I-TRABAJO
448,He,I-TRABAJO
448,tenido,I-TRABAJO
448,que,I-TRABAJO
448,adaptarme,I-TRABAJO
448,a,I-TRABAJO
448,nuevas,I-TRABAJO
448,plataformas,I-TRABAJO
448,para,I-TRABAJO
448,seguir,B-TRABAJO
448,creciendo,I-TRABAJO
448,profesionalmente,I-TRABAJO
449,Actualmente,I-TRABAJO
449,estoy,I-TRABAJO
449,invirtiendo,I-TRABAJO
449,mucho,I-TRABAJO
449,esfuerzo,I-TRABAJO
449,en,I-TRABAJO
449,mi,I-TRABAJO
449,proyecto,I-TRABAJO
449,de,B-TRABAJO
449,YouTube,I-TRABAJO
450,estoy,I-TRABAJO
450,invirtiendo,I-TRABAJO
450,mucho,I-TRABAJO
450,esfuerzo,I-TRABAJO
450,en,I-TRABAJO
450,mi,I-TRABAJO
450,proyecto,I-TRABAJO
451,Mi,I-TRABAJO
451,desarrollo,B-TRABAJO
451,profesional,I-TRABAJO
451,ha,I-TRABAJO
451,estado,I-TRABAJO
451,ligado,I-TRABAJO
451,a,I-TRABAJO
451,la,I-TRABAJO
451,búsqueda,I-TRABAJO
451,de,B-TRABAJO
451,validación,I-TRABAJO
452,He,I-TRABAJO
452,enfrentado,I-TRABAJO
452,situaciones,I-TRABAJO
452,laborales,I-TRABAJO
452,donde,I-TRABAJO
452,no,I-TRABAJO
452,hubo,I-TRABAJO
452,reconocimiento,I-TRABAJO
452,económico,I-TRABAJO
453,No,B-TRABAJO
453,me,I-TRABAJO
453,pagaron,I-TRABAJO
453,en,I-TRABAJO
453,mi,I-TRABAJO
453,trabajo,I-TRABAJO
454,a,I-TRABAJO
454,mí,I-TRABAJO
454,"me,",I-TRABAJO
454,encanta,B-TRABAJO
454,el,I-TRABAJO
454,escenario,I-TRABAJO
455,de,I-TRABAJO
455,chiquito,I-TRABAJO
455,era,I-TRABAJO
455,bien,B-TRABAJO
455,amargoso,I-TRABAJO
456,me,I-TRABAJO
456,doy,I-TRABAJO
456,cuenta,I-TRABAJO
456,que,I-TRABAJO
456,siempre,I-TRABAJO
456,me,B-PERSONAL
456,ha,I-PERSONAL
456,gustado,I-PERSONAL
456,la,I-PERSONAL
456,validación,I-PERSONAL
456,externa,B-PERSONAL
457,yo,I-PERSONAL
457,quería,I-PERSONAL
457,ser,I-PERSONAL
457,payaso,I-PERSONAL
458,Mis,I-PERSONAL
458,padres,I-PERSONAL
458,me,I-PERSONAL
458,apoyaron,I-PERSONAL
458,cuando,I-PERSONAL
458,quise,I-PERSONAL
458,participar,I-PERSONAL
458,en,B-PERSONAL
458,actividades,I-PERSONAL
458,artísticas,I-PERSONAL
458,desde,I-PERSONAL
458,niño.,B-FAMILIAR
459,Mi,I-FAMILIAR
459,papá,I-FAMILIAR
459,estuvo,I-FAMILIAR
459,presente,I-FAMILIAR
459,y,I-FAMILIAR
459,atento,I-FAMILIAR
459,cuando,I-FAMILIAR
459,me,I-FAMILIAR
459,subí,I-FAMILIAR
459,por,I-FAMILIAR
459,primera,I-FAMILIAR
459,vez,B-FAMILIAR
459,a,I-FAMILIAR
459,un,I-FAMILIAR
459,escenario,I-FAMILIAR
460,Mi,I-FAMILIAR
460,familia,I-FAMILIAR
460,me,I-FAMILIAR
460,acompañó,I-FAMILIAR
460,y,I-FAMILIAR
460,me,I-FAMILIAR
460,facilitó,I-FAMILIAR
460,participar,I-FAMILIAR
460,en,I-FAMILIAR
460,castings,I-FAMILIAR
461,Mi,I-FAMILIAR
461,familia,B-FAMILIAR
